
Host: Maxs-Air

Timers On : Sun Jul  4 13:32:14 2021
Timers Off: Sun Jul  4 13:32:20 2021

Wall Time:        5.68 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFMP2 Aia                           :      0.333u      0.033s      0.057w     15 calls
DFMP2 (A|mn)                        :      0.000u      0.000s      0.009w     15 calls
DFMP2 (A|mn)C_mi                    :      0.017u      0.000s      0.001w     15 calls
DFMP2 (A|mi)C_na                    :      0.033u      0.000s      0.001w     15 calls
DFMP2 Aia Write                     :      0.017u      0.000s      0.001w     15 calls
DFMP2 iaB                           :      0.467u      0.000s      0.077w     14 calls
DFMP2 Metric                        :      0.350u      0.000s      0.051w     15 calls
DFMP2 Aia Read                      :      0.033u      0.000s      0.002w     15 calls
DFMP2 (ia|A)(A|Q)                   :      0.017u      0.000s      0.002w     15 calls
DFMP2 Bia Write                     :      0.000u      0.000s      0.001w     15 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.000w     44 calls
DFMP2 (ia|B)(B|Q)                   :      0.000u      0.000s      0.002w     14 calls
DFMP2 Cia Write                     :      0.083u      0.000s      0.018w     14 calls
DFMP2 aiB                           :      0.017u      0.000s      0.007w     14 calls
DFMP2 Tij                           :      0.067u      0.017s      0.012w     14 calls
DFMP2 Cia Read                      :      0.000u      0.000s      0.000w     28 calls
DFMP2 I                             :      0.000u      0.000s      0.006w     28 calls
DFMP2 T2                            :      0.000u      0.000s      0.002w     28 calls
DFMP2 G                             :      0.000u      0.000s      0.003w     14 calls
DFMP2 Pab                           :      0.000u      0.000s      0.001w     14 calls
DFMP2 Gia Write                     :      0.050u      0.017s      0.001w     14 calls
DFMP2 Tab                           :      0.067u      0.017s      0.008w     14 calls
DFMP2 Bai Read                      :      0.000u      0.000s      0.000w     14 calls
DFMP2 Qai Read                      :      0.017u      0.000s      0.000w     14 calls
DFMP2 Pij                           :      0.017u      0.000s      0.001w     14 calls
DFMP2 gamma                         :      0.017u      0.017s      0.006w     14 calls
DFMP2 Gia Read                      :      0.000u      0.000s      0.000w     28 calls
DFMP2 g                             :      0.000u      0.017s      0.002w     14 calls
DFMP2 Gia                           :      0.083u      0.000s      0.014w     14 calls
DFMP2 aiG Write                     :      0.000u      0.000s      0.002w     14 calls
DFMP2 AB^x                          :      0.050u      0.000s      0.016w     14 calls
DFMP2 Amn^x                         :      0.433u      0.067s      0.066w     14 calls
DFMP2 L                             :      0.367u      0.033s      0.057w     14 calls
DFMP2 P                             :      0.050u      0.000s      0.003w     14 calls
DFMP2 W                             :      0.000u      0.017s      0.004w     14 calls
DFMP2 Z                             :      1.400u      0.083s      0.225w     14 calls
DFMP2 grad                          :     11.033u      1.000s      1.825w     14 calls
CorrGrad: Amn                       :      0.417u      0.050s      0.074w     14 calls
CorrGrad: AB                        :      0.500u      0.017s      0.077w     14 calls
CorrGrad: UV                        :      0.017u      0.000s      0.005w     14 calls
CorrGrad: ABx                       :      0.117u      0.033s      0.015w     14 calls
CorrGrad: Amnx                      :      0.367u      0.000s      0.063w     14 calls
DFMP2 Bia                           :      0.033u      0.000s      0.004w      1 calls
DFMP2 Energy                        :      0.000u      0.000s      0.000w      1 calls
V: Grid                             :      0.883u      0.033s      0.139w     14 calls
Total PK formation time             :      1.117u      0.050s      0.178w     14 calls
ccenergy                            :     13.650u      3.983s      3.016w     14 calls
F build                             :      0.717u      0.167s      0.150w    154 calls
Wmbej build                         :      2.067u      0.217s      0.407w    154 calls
C->Wmbej                            :      0.067u      0.017s      0.013w    154 calls
F->Wmbej                            :      0.717u      0.133s      0.147w    154 calls
E->Wmbej                            :      0.233u      0.033s      0.040w    154 calls
X->Wmbej                            :      1.017u      0.033s      0.198w    154 calls
Z                                   :      0.083u      0.000s      0.021w    154 calls
T2 Build                            :      3.050u      0.617s      0.583w    154 calls
BT2                                 :      1.483u      0.317s      0.260w    154 calls
ABCD:new                            :      2.800u      0.633s      0.497w    297 calls
ABCD:S                              :      0.167u      0.000s      0.028w    297 calls
ABCD:A                              :      0.200u      0.000s      0.026w    297 calls
ABCD:axpy                           :      2.200u      0.617s      0.399w    297 calls
FT2                                 :      0.200u      0.000s      0.042w    154 calls
WmbejT2                             :      0.517u      0.083s      0.083w    154 calls
CT2                                 :      0.550u      0.167s      0.118w    154 calls
cctriples                           :     25.783u      3.133s      5.378w     14 calls
ET_RHF                              :      0.750u      0.050s      0.131w     14 calls
malloc)                             :      0.300u      0.017s      0.050w   4459 calls
N7 Terms(ijk)                       :      4.233u      0.450s      0.724w   4459 calls
T3(d) Terms(ijk)                    :      1.083u      0.083s      0.137w   4459 calls
malloc                              :      3.367u      0.383s      0.710w 320801 calls
N7 Terms(abc)                       :      7.550u      0.817s      1.631w 158171 calls
T3(d) Terms(abc)                    :      1.217u      0.200s      0.305w 158171 calls
cchbar                              :      1.317u      0.400s      0.310w     13 calls
cclambda                            :      4.617u      0.983s      0.911w     13 calls
ccdensity                           :      3.150u      0.717s      0.686w     13 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.383u      0.050s      0.082w     39 calls
| Libint2ERI::Libint2ERI            :      0.233u      0.033s      0.049w     39 calls
DFH: initialize()                   :      2.467u      0.183s      0.442w     39 calls
| Libint2ERI::Libint2ERI            :      0.217u      0.017s      0.036w    195 calls
| DFH: AO Construction              :      0.167u      0.000s      0.035w     39 calls
| DFH: AO-Met. Contraction          :      0.117u      0.000s      0.023w     39 calls
HF: Form core H                     :      0.733u      0.050s      0.120w     51 calls
HF: Form S/X                        :      0.033u      0.000s      0.007w     51 calls
